xmlid,xmleventtypeid,xmlticker,xmleventdate,xmlfakeqtr,xmlcity,xmlcompanyname,xmlymd,xmlcalldate,gvkey,datadate,tic,cusip,conm,rdq,exchg,fic,no_of_days
12456222,1,**LEVI,9-Apr-19,Q1 2019,San Francisco,Levi Strauss & Co,20190409,9-Apr-19,,,,,,,,,
12289014,1,**LEVI,5-Feb-19,Q4 2018,San Francisco,Levi Strauss & Co,20190205,5-Feb-19,,,,,,,,,
12295223,1,**MTGA,7-Feb-19,Q1 2019,Uncasville,Mohegan Gaming & Entertain,20190207,7-Feb-19,,,,,,,,,
12405140,1,**NEIMAN,12-Mar-19,Q2 2019,DALLAS,Neiman Marcus Group Ltd LL,20190312,12-Mar-19,,,,,,,,,
12282047,1,**RURAL,25-Jan-19,Q2 2019,NAN,National Rural Utilities C,20190125,25-Jan-19,,,,,,,,,
12401870,1,7453,14-Mar-19,Full Ye,London,RTL Group SA,20190314,14-Mar-19,,,,,,,,,
12231572,1,111867,19-Mar-19,Q4 2018,HAMILTON,Wilson Sons Ltd,20190319,19-Mar-19,,,,,,,,,
12277310,1,000270.KS,25-Jan-19,Q4 2018,Seoul,Kia Motors Corp,20190125,25-Jan-19,,,,,,,,,
12470478,1,000660.KS,25-Apr-19,Q1 2019,Icheon,SK Hynix Inc,20190425,25-Apr-19,,,,,,,,,
12251713,1,000660.KS,24-Jan-19,Q4 2018,Icheon,SK Hynix Inc,20190124,24-Jan-19,,,,,,,,,
12273856,1,000810.KS,20-Feb-19,Q4 2018,Seoul,Samsung Fire & Marine Insu,20190220,20-Feb-19,,,,,,,,,
12424828,1,002202.SZ,1-Apr-19,Full Ye,"Urumqi, XNJ",Xinjiang Goldwind Science,20190401,1-Apr-19,,,,,,,,,
12264455,1,005930.KS,31-Jan-19,Q4 2018,Seoul,Samsung Electronics Co Ltd,20190131,31-Jan-19,,,,,,,,,
12268138,1,006400.KS,25-Jan-19,Q4 2018,Kyunggi-do,Samsung SDI Co Ltd,20190125,25-Jan-19,,,,,,,,,
12264076,1,009150.KS,29-Jan-19,Q4 2018,Greonggi-do,Samsung Electro-Mechanics,20190129,29-Jan-19,,,,,,,,,
12486763,1,010060.KS,24-Apr-19,Q1 2019,Seoul,OCI Co Ltd,20190424,24-Apr-19,,,,,,,,,
12283659,1,010060.KS,11-Feb-19,Q4 2018,Seoul,OCI Co Ltd,20190211,11-Feb-19,,,,,,,,,
12281200,1,010950.KS,28-Jan-19,Q4 2018,Seoul,S-Oil Corp,20190128,28-Jan-19,,,,,,,,,
12487011,1,010950.KS,24-Apr-19,Q1 2019,Seoul,S-Oil Corp,20190424,24-Apr-19,,,,,,,,,
12347383,1,015760.KS,22-Feb-19,Q4 2018,Seoul,Korea Electric Power Corp,20190222,22-Feb-19,,,,,,,,,
12283593,1,017670.KS,31-Jan-19,Q4 2018,Seoul,SK Telecom Co Ltd,20190131,31-Jan-19,,,,,,,,,
12285009,1,030200.KS,12-Feb-19,Q4 2018,Kyeonggi-Do,KT Corp,20190212,12-Feb-19,,,,,,,,,
12280085,1,032640.KS,29-Jan-19,Q4 2018,Seoul,LG Uplus Corp,20190129,29-Jan-19,,,,,,,,,
12290940,1,032830.KS,21-Feb-19,Q4 2018,"Chung-Gu, Seo",Samsung Life Insurance Co,20190221,21-Feb-19,,,,,,,,,
12473912,1,034220.KS,24-Apr-19,Q1 2019,Seoul,LG Display Co Ltd,20190424,24-Apr-19,,,,,,,,,
12273774,1,034220.KS,30-Jan-19,Q4 2018,Seoul,LG Display Co Ltd,20190130,30-Jan-19,,,,,,,,,
12471007,1,035420.KS,25-Apr-19,Q1 2019,Gyeonggi-do,Naver Corp,20190425,25-Apr-19,,,,,,,,,
12276425,1,035420.KS,31-Jan-19,Q4 2018,Gyeonggi-do,Naver Corp,20190131,31-Jan-19,,,,,,,,,
12280094,1,035720.KQ,14-Feb-19,Q4 2018,SEOUL,Kakao Corp,20190214,14-Feb-19,,,,,,,,,
12283718,1,036570.KS,12-Feb-19,Q4 2018,Seoul,NCSoft Corp,20190212,12-Feb-19,,,,,,,,,
12459355,1,051910.KS,24-Apr-19,Q1 2019,Seoul,LG Chem Ltd,20190424,24-Apr-19,,,,,,,,,
12259281,1,051910.KS,30-Jan-19,Q4 2018,Seoul,LG Chem Ltd,20190130,30-Jan-19,,,,,,,,,
12292608,1,055550.KS,12-Feb-19,Q4 2018,Seoul,Shinhan Financial Group Co,20190212,12-Feb-19,,,,,,,,,
12283543,1,066570.KS,1-Feb-19,Q4 2018,Seoul,LG Electronics Inc,20190201,1-Feb-19,,,,,,,,,
12355910,1,0772.HK,18-Mar-19,Q4 2018,NAN,China Literature Ltd,20190318,18-Mar-19,,,,,,,,,
12303607,1,079440.KS,25-Feb-19,Q4 2018,SEOUL,ING Life Insurance Korea L,20190225,25-Feb-19,,,,,,,,,
12477835,1,086790.KS,19-Apr-19,Q1 2019,Seoul,Hana Financial Group Inc,20190419,19-Apr-19,,,,,,,,,
12283590,1,086790.KS,31-Jan-19,Q4 2018,Seoul,Hana Financial Group Inc,20190131,31-Jan-19,,,,,,,,,
12302160,1,088350.KS,21-Feb-19,Q4 2018,Seoul,Hanwha Life Insurance Co L,20190221,21-Feb-19,,,,,,,,,
12274759,1,096770.KS,31-Jan-19,Q4 2018,Seoul,SK Innovation Co Ltd,20190131,31-Jan-19,,,,,,,,,
12414181,1,1.HK,21-Mar-19,Full Ye,NAN,CK Hutchison Holdings Ltd,20190321,21-Mar-19,,,,,,,,,
12273730,1,101.HK,30-Jan-19,Full Ye,Hong Kong,Hang Lung Properties Ltd,20190130,30-Jan-19,,,,,,,,,
12485491,1,105560.KS,24-Apr-19,Q1 2019,Seoul,KB Financial Group Inc,20190424,24-Apr-19,,,,,,,,,
12287428,1,105560.KS,8-Feb-19,Q4 2018,Seoul,KB Financial Group Inc,20190208,8-Feb-19,,,,,,,,,
12320956,1,11.HK,19-Feb-19,Full Ye,Central,Hang Seng Bank Ltd,20190219,19-Feb-19,,,,,,,,,
12419434,1,1109.HK,26-Mar-19,Full Ye,HK,China Resources Land Ltd,20190326,26-Mar-19,,,,,,,,,
12421704,1,1113.HK,21-Mar-19,Full Ye,NAN,CK Asset Holdings Ltd,20190321,21-Mar-19,,,,,,,,,
12411897,1,116.HK,29-Mar-19,Full Ye,Kowloon,Chow Sang Sang Holdings In,20190329,29-Mar-19,,,,,,,,,
12276133,8,1208.HK,25-Jan-19,Q4 2018,SOUTHBANK,MMG Ltd,20190125,25-Jan-19,,,,,,,,,
12468541,8,1208.HK,18-Apr-19,Q1 2019,SOUTHBANK,MMG Ltd,20190418,18-Apr-19,,,,,,,,,
12284890,1,1208.HK,7-Mar-19,Full Ye,Hong Kong,MMG Ltd,20190307,7-Mar-19,,,,,,,,,
12279881,33,1208.HK,21-Jan-19,Q1 2019,SOUTHBANK,MMG Ltd,20190121,21-Jan-19,,,,,,,,,
12492982,1,1211.RI,24-Apr-19,Q1 2019,NAN,Saudi Arabian Mining Co SJ,20190424,24-Apr-19,,,,,,,,,
12287392,1,1211.RI,27-Jan-19,Q4 2018,NAN,Saudi Arabian Mining Co SJ,20190127,27-Jan-19,,,,,,,,,
12352754,1,1299.HK,15-Mar-19,Full Ye,Hong Kong,AIA Group Ltd,20190315,15-Mar-19,,,,,,,,,
12466140,1,1316.HK,15-Apr-19,Q1 2019,SAGINAW,Nexteer Automotive Group L,20190415,15-Apr-19,,,,,,,,,
12352405,1,1316.HK,12-Mar-19,Full Ye,SAGINAW,Nexteer Automotive Group L,20190312,12-Mar-19,,,,,,,,,
12281899,1,1347.HK,1-Feb-19,Q4 2018,SHANGHAI,Hua Hong Semiconductor Ltd,20190201,1-Feb-19,,,,,,,,,
12352390,1,1357.HK,20-Mar-19,Full Ye,XIAMEN,Meitu Inc,20190320,20-Mar-19,,,,,,,,,
12343435,1,14.HK,21-Feb-19,Full Ye,Causeway Bay,Hysan Development Co Ltd,20190221,21-Feb-19,,,,,,,,,
12419409,1,142.HK,26-Mar-19,Full Ye,Central,First Pacific Co Ltd,20190326,26-Mar-19,,,,,,,,,
12347499,1,16.HK,27-Feb-19,Half Ye,HK,Sun Hung Kai Properties Lt,20190227,27-Feb-19,,,,,,,,,
12416225,1,1810.HK,19-Mar-19,Full Ye,NAN,Xiaomi Corp,20190319,19-Mar-19,,,,,,,,,
12334654,1,1828.HK,26-Feb-19,Full Ye,HK,Dah Chong Hong Holdings Lt,20190226,26-Feb-19,,,,,,,,,
12401622,1,19.HK,14-Mar-19,Full Ye,HK,Swire Pacific Ltd,20190314,14-Mar-19,,,,,,,,,
12227280,31,19.HK,4-Jan-19,Swire P,HK,Swire Pacific Ltd,20190104,4-Jan-19,,,,,,,,,
12343357,1,1910.HK,13-Mar-19,Full Ye,LUXEMBOURG,Samsonite International SA,20190313,13-Mar-19,,,,,,,,,
12296786,1,1910.HK,14-Mar-19,Full Ye,HK,Samsonite International SA,20190314,14-Mar-19,,,,,,,,,
12399812,1,1913.HK,15-Mar-19,Full Ye,Milan,Prada SpA,20190315,15-Mar-19,,,,,,,,,
12277257,1,1925.T,8-Feb-19,Q3 2019,Osaka,Daiwa House Industry Co Lt,20190208,8-Feb-19,,,,,,,,,
12350600,1,1970.HK,27-Feb-19,Full Ye,SHANGHAI,IMAX China Holding Inc,20190227,27-Feb-19,,,,,,,,,
12249018,1,1972.HK,14-Mar-19,Full Ye,NAN,Swire Properties Ltd,20190314,14-Mar-19,,,,,,,,,
12389454,1,1997.HK,5-Mar-19,Full Ye,HK,Wharf Real Estate Investme,20190305,5-Mar-19,,,,,,,,,
12280143,1,19PS.L,11-Mar-19,Full Ye,Almaty,Kcell AO,20190311,11-Mar-19,,,,,,,,,
12471919,1,1ASP_ACI_,23-Apr-19,Q1 2019,ST. LOUIS,Arch Coal Inc,20190423,23-Apr-19,,,,,,,,,
12291854,1,1ASP_ACI_,14-Feb-19,Q4 2018,ST. LOUIS,Arch Coal Inc,20190214,14-Feb-19,,,,,,,,,
11677153,11,1COV.DE,12-Apr-19,Covestr,BONN,Covestro AG,20190412,12-Apr-19,,,,,,,,,
12299057,1,1COV.DE,25-Feb-19,Q4 2018,Leverkusen,Covestro AG,20190225,25-Feb-19,,,,,,,,,
12297010,1,2.HK,25-Feb-19,Full Ye,HK,CLP Holdings Ltd,20190225,25-Feb-19,,,,,,,,,
12414347,1,2018.HK,22-Mar-19,Full Ye,Shenzhen,AAC Technologies Holdings,20190322,22-Mar-19,,,,,,,,,
12356592,1,2020.HK,26-Feb-19,Full Ye,Hong Kong,ANTA Sports Products Ltd,20190226,26-Feb-19,,,,,,,,,
12263975,1,2121.T,7-Feb-19,Q3 2019,Tokyo,Mixi Inc,20190207,7-Feb-19,,,,,,,,,
12354120,1,215.HK,28-Feb-19,Full Ye,",",Hutchison Telecommunicatio,20190228,28-Feb-19,,,,,,,,,
12421718,1,2170.T,14-Feb-19,Full Ye,"Chuo-Ku, Toky",Link and Motivation Inc,20190214,14-Feb-19,,,,,,,,,
12454224,1,2280.RI,9-Apr-19,Q1 2019,NAN,Almarai Co SJSC,20190409,9-Apr-19,,,,,,,,,
12280148,1,2280.RI,22-Jan-19,Q4 2018,NAN,Almarai Co SJSC,20190122,22-Jan-19,,,,,,,,,
12247132,1,2303.TW,24-Apr-19,Q1 2019,Hsinchu City,United Microelectronics Co,20190424,24-Apr-19,,,,,,,,,
12141910,1,2303.TW,29-Jan-19,Q4 2018,Hsinchu City,United Microelectronics Co,20190129,29-Jan-19,,,,,,,,,
12251873,1,2308.TW,12-Mar-19,Q4 2018,Taipei,Delta Electronics Inc,20190312,12-Mar-19,,,,,,,,,
12425927,1,2319.HK,28-Mar-19,Full Ye,HK,China Mengniu Dairy Co Ltd,20190328,28-Mar-19,,,,,,,,,
12199402,1,2330.TW,18-Apr-19,Q1 2019,Hsinchu Scien,Taiwan Semiconductor Manuf,20190418,18-Apr-19,,,,,,,,,
12199397,1,2330.TW,17-Jan-19,Q4 2018,Hsinchu Scien,Taiwan Semiconductor Manuf,20190117,17-Jan-19,,,,,,,,,
12414140,1,2331.HK,22-Mar-19,Full Ye,HK,Li Ning Co Ltd,20190322,22-Mar-19,,,,,,,,,
12265999,1,2337.T,11-Jan-19,Q3 2019,Tokyo,Ichigo Inc,20190111,11-Jan-19,,,,,,,,,
12488551,1,2337.T,17-Apr-19,Full Ye,Tokyo,Ichigo Inc,20190417,17-Apr-19,,,,,,,,,
12468701,33,2343.HK,11-Apr-19,Q1 2019,Central,Pacific Basin Shipping Ltd,20190411,11-Apr-19,,,,,,,,,
12352396,1,2343.HK,28-Feb-19,Full Ye,Central,Pacific Basin Shipping Ltd,20190228,28-Feb-19,,,,,,,,,
12424790,1,2357.TW,20-Mar-19,Q4 2018,Taipei,Asustek Computer Inc,20190320,20-Mar-19,,,,,,,,,
12290825,1,2360.TW,21-Feb-19,Q4 2018,Taoyuan Hsien,Chroma ATE Inc,20190221,21-Feb-19,,,,,,,,,
12302986,1,2371.T,5-Feb-19,Q3 2019,Tokyo,Kakaku.com Inc,20190205,5-Feb-19,,,,,,,,,
12388941,1,2388.HK,29-Mar-19,Full Ye,-,BOC Hong Kong Holdings Ltd,20190329,29-Mar-19,,,,,,,,,
12242720,1,2408.TW,15-Jan-19,Q4 2018,New Taipei Ci,Nanya Technology Corp,20190115,15-Jan-19,,,,,,,,,
12390282,1,2408.TW,16-Apr-19,Q1 2019,New Taipei Ci,Nanya Technology Corp,20190416,16-Apr-19,,,,,,,,,
12259545,1,2409.TW,29-Jan-19,Q4 2018,Hsin-Chu,AU Optronics Corp,20190129,29-Jan-19,,,,,,,,,
12294693,1,241.F,26-Feb-19,Q4 2018,Houston,Centennial Resource Develo,20190226,26-Feb-19,,,,,,,,,
12249303,1,2412.TW,30-Jan-19,Q4 2018,Taipei,Chunghwa Telecom Co Ltd,20190130,30-Jan-19,,,,,,,,,
12277262,1,2432.T,7-Feb-19,Q3 2019,NAN,DeNA Co Ltd,20190207,7-Feb-19,,,,,,,,,
12276437,1,2454.TW,30-Jan-19,Q4 2018,Hsin-Chu City,MediaTek Inc,20190130,30-Jan-19,,,,,,,,,
12346966,1,2503.T,15-Feb-19,Full Ye,Tokyo,Kirin Holdings Co Ltd,20190215,15-Feb-19,,,,,,,,,
12294390,1,251270.KS,13-Feb-19,Q4 2018,SEOUL,Netmarble Corp,20190213,13-Feb-19,,,,,,,,,
12299172,1,2579.T,15-Feb-19,Full Ye,Fukuoka,Coca-Cola Bottlers Japan H,20190215,15-Feb-19,,,,,,,,,
12263958,1,2587.T,14-Feb-19,Full Ye,CHUO-KU TOKYO,Suntory Beverage & Food Lt,20190214,14-Feb-19,,,,,,,,,
12415643,1,2588.HK,13-Mar-19,Full Ye,NAN,Boc Aviation Ltd,20190313,13-Mar-19,,,,,,,,,
12294408,1,263750.KQ,13-Feb-19,Q4 2018,ANYANG,PearlAbyss Corp,20190213,13-Feb-19,,,,,,,,,
12424810,1,267.HK,29-Mar-19,Full Ye,HK,CITIC Ltd,20190329,29-Mar-19,,,,,,,,,
12414288,1,268.HK,14-Mar-19,Full Ye,SHENZHEN,Kingdee International Soft,20190314,14-Mar-19,,,,,,,,,
12355939,1,2688.HK,22-Mar-19,Full Ye,HK,ENN Energy Holdings Ltd,20190322,22-Mar-19,,,,,,,,,
12330272,1,27.HK,28-Feb-19,Full Ye,Kowloon,Galaxy Entertainment Group,20190228,28-Feb-19,,,,,,,,,
12429580,1,272.HK,20-Mar-19,Full Ye,Shanghai,Shui On Land Ltd,20190320,20-Mar-19,,,,,,,,,
12299270,1,2768.T,5-Feb-19,Q3 2019,Tokyo,Sojitz Corp,20190205,5-Feb-19,,,,,,,,,
12348710,1,288.HK,15-Mar-19,Q4 2018,HK,WH Group Ltd,20190315,15-Mar-19,,,,,,,,,
12352673,1,2881.TW,22-Mar-19,Q4 2018,Taipei,Fubon Financial Holding Co,20190322,22-Mar-19,,,,,,,,,
12354558,1,2882.TW,25-Mar-19,Q4 2018,Taipei,Cathay Financial Holding C,20190325,25-Mar-19,,,,,,,,,
12288535,1,2884.TW,6-Mar-19,Q4 2018,Taipei,E.SUN Financial Holding Co,20190306,6-Mar-19,,,,,,,,,
12383793,1,2888.TW,28-Mar-19,Q4 2018,TAIPEI,Shin Kong Financial Holdin,20190328,28-Mar-19,,,,,,,,,
12288515,1,2892.TW,27-Feb-19,Q4 2018,Taipei,First Financial Holding Co,20190227,27-Feb-19,,,,,,,,,
12163179,1,2914.T,8-Feb-19,Full Ye,Tokyo,Japan Tobacco Inc,20190208,8-Feb-19,,,,,,,,,
12198807,1,293.HK,13-Mar-19,Full Ye,NAN,Cathay Pacific Airways Ltd,20190313,13-Mar-19,,,,,,,,,
12359890,1,2DX.F,28-Feb-19,Q4 2018,Dallas Fort W,Dex Media Inc,20190228,28-Feb-19,,,,,,,,,
12169164,1,3045.TW,31-Jan-19,Q4 2018,Taipei,Taiwan Mobile Co Ltd,20190131,31-Jan-19,,,,,,,,,
12493427,1,3086.T,9-Apr-19,Full Ye,Tokyo,J.Front Retailing Co Ltd,20190409,9-Apr-19,,,,,,,,,
12227286,1,3092.T,31-Jan-19,Q3 2019,Chiba,Start Today Co Ltd,20190131,31-Jan-19,,,,,,,,,
12283326,1,3105.TWO,14-Feb-19,Q4 2018,NAN,WIN Semiconductors Corp,20190214,14-Feb-19,,,,,,,,,
12283762,1,315.HK,30-Jan-19,Half Ye,Kowloon,SmarTone Telecommunication,20190130,30-Jan-19,,,,,,,,,
12427198,1,3231.TW,25-Mar-19,Q4 2018,Taipei,Wistron Corp,20190325,25-Mar-19,,,,,,,,,
12278499,1,3283.T,18-Jan-19,Full Ye,"Chiyoda-Ku, T",Nippon Prologis REIT Inc,20190118,18-Jan-19,,,,,,,,,
12316234,1,330.HK,26-Feb-19,Half Ye,HK,Esprit Holdings Ltd,20190226,26-Feb-19,,,,,,,,,
12403848,1,3311.HK,22-Mar-19,Full Ye,Wanchai,China State Construction I,20190322,22-Mar-19,,,,,,,,,
12238377,1,3331.HK,31-Jan-19,Full Ye,HongKong,Vinda International Holdin,20190131,31-Jan-19,,,,,,,,,
12446375,1,3396.HK,28-Mar-19,Full Ye,BEIJING,Legend Holdings Corp,20190328,28-Mar-19,,,,,,,,,
12259461,1,3401.T,4-Feb-19,Q3 2019,Tokyo,Teijin Ltd,20190204,4-Feb-19,,,,,,,,,
12259465,1,3402.T,8-Feb-19,Q3 2019,Tokyo,Toray Industries Inc,20190208,8-Feb-19,,,,,,,,,
12330463,1,3405.T,13-Feb-19,Full Ye,Osaka,Kuraray Co Ltd,20190213,13-Feb-19,,,,,,,,,
12259439,1,3407.T,7-Feb-19,Q3 2019,Tokyo,Asahi Kasei Corp,20190207,7-Feb-19,,,,,,,,,
12299022,1,3632.T,4-Feb-19,Q2 2019,"Minato-ku, TK",Gree Inc,20190204,4-Feb-19,,,,,,,,,
12274644,1,3659.T,12-Feb-19,Full Ye,Tokyo,Nexon Co Ltd,20190212,12-Feb-19,,,,,,,,,
12299341,1,3660.T,8-Feb-19,Q2 2019,"Minato-Ku, To",Istyle Inc,20190208,8-Feb-19,,,,,,,,,
12412338,1,3662.T,8-Mar-19,Q2 2019,"Nagoya-Shi, A",Ateam Inc,20190308,8-Mar-19,,,,,,,,,
12414104,1,3690.HK,11-Mar-19,Q4 2018,NAN,Meituan Dianping,20190311,11-Mar-19,,,,,,,,,
12437081,1,3698.HK,29-Mar-19,Full Ye,HK,Huishang Bank Corp Ltd,20190329,29-Mar-19,,,,,,,,,
12251854,1,3711.TW,30-Jan-19,Q4 2018,Taipei,ASE Technology Holding Co,20190130,30-Jan-19,,,,,,,,,
12421421,1,3799.HK,27-Mar-19,Full Ye,QUANZHOU,Dali Foods Group Co Ltd,20190327,27-Mar-19,,,,,,,,,
12358197,1,388.HK,27-Feb-19,Full Ye,Hong Kong,Hong Kong Exchanges and Cl,20190227,27-Feb-19,,,,,,,,,
12414043,1,3888.HK,26-Mar-19,Full Ye,Haidian Distr,Kingsoft Corp Ltd,20190326,26-Mar-19,,,,,,,,,
12466967,1,3938.T,24-Apr-19,Q1 2019,SHINJUKU-KU,Line Corp,20190424,24-Apr-19,,,,,,,,,
12259520,1,3938.T,31-Jan-19,Full Ye,SHINJUKU-KU,Line Corp,20190131,31-Jan-19,,,,,,,,,
12277206,1,3PL.AX,20-Feb-19,Half Ye,NAN,3P Learning Ltd,20190220,20-Feb-19,,,,,,,,,
12355911,1,4.HK,7-Mar-19,Full Ye,HK,Wharf Holdings Ltd,20190307,7-Mar-19,,,,,,,,,
12259419,1,4004.T,15-Feb-19,Full Ye,Tokyo,Showa Denko KK,20190215,15-Feb-19,,,,,,,,,
12221680,1,4005.T,1-Feb-19,Q3 2019,Tokyo,Sumitomo Chemical Co Ltd,20190201,1-Feb-19,,,,,,,,,
12439923,5,4005.T,12-Mar-19,Sumitom,Tokyo,Sumitomo Chemical Co Ltd,20190312,12-Mar-19,,,,,,,,,
12259462,1,4021.T,8-Feb-19,Q3 2019,Tokyo,Nissan Chemical Industries,20190208,8-Feb-19,,,,,,,,,
12259489,1,4151.T,6-Feb-19,Full Ye,Tokyo,Kyowa Hakko Kirin Co Ltd,20190206,6-Feb-19,,,,,,,,,
12259438,1,4188.T,6-Feb-19,Q3 2019,Tokyo,Mitsubishi Chemical Holdin,20190206,6-Feb-19,,,,,,,,,
12290796,1,4204.T,30-Jan-19,Q3 2019,Tokyo,Sekisui Chemical Co Ltd,20190130,30-Jan-19,,,,,,,,,
12242756,1,4293.T,31-Jan-19,Q1 2019,NAN,Septeni Holdings Co Ltd,20190131,31-Jan-19,,,,,,,,,
12281462,1,4324.T,15-Feb-19,Full Ye,Tokyo,Dentsu Inc,20190215,15-Feb-19,,,,,,,,,
12414404,1,45.HK,14-Mar-19,Full Ye,Central,Hongkong and Shanghai Hote,20190314,14-Mar-19,,,,,,,,,
12278504,1,4502.T,1-Feb-19,Q3 2019,Osaka,Takeda Pharmaceutical Co L,20190201,1-Feb-19,,,,,,,,,
12236476,34,4502.T,7-Jan-19,Takeda,Tokyo,Takeda Pharmaceutical Co L,20190107,7-Jan-19,,,,,,,,,
12278509,1,4502.T,1-Feb-19,Q3 2019,Osaka,Takeda Pharmaceutical Co L,20190201,1-Feb-19,,,,,,,,,
12236484,7,4502.T,8-Jan-19,Takeda,San Francisco,Takeda Pharmaceutical Co L,20190108,8-Jan-19,,,,,,,,,
12252050,7,4503.T,8-Jan-19,Astella,San Francisco,Astellas Pharma Inc,20190108,8-Jan-19,,,,,,,,,
12260701,1,4503.T,31-Jan-19,Q3 2019,Tokyo,Astellas Pharma Inc,20190131,31-Jan-19,,,,,,,,,
12491236,5,4506.T,12-Apr-19,Sumitom,Osaka,Sumitomo Dainippon Pharma,20190412,12-Apr-19,,,,,,,,,
12299048,1,4506.T,31-Jan-19,Q3 2019,Osaka,Sumitomo Dainippon Pharma,20190131,31-Jan-19,,,,,,,,,
12303305,1,4507.T,31-Jan-19,Q3 2019,Osaka,Shionogi & Co Ltd,20190131,31-Jan-19,,,,,,,,,
12436463,31,4507.T,14-Mar-19,Shionog,Osaka,Shionogi & Co Ltd,20190314,14-Mar-19,,,,,,,,,
12277253,1,4508.T,4-Feb-19,Q3 2019,Osaka,Mitsubishi Tanabe Pharma C,20190204,4-Feb-19,,,,,,,,,
12498182,33,4508.T,24-Apr-19,Full Ye,Osaka,Mitsubishi Tanabe Pharma C,20190424,24-Apr-19,,,,,,,,,
12441070,1,4519.T,24-Apr-19,Q1 2019,Tokyo,Chugai Pharmaceutical Co L,20190424,24-Apr-19,,,,,,,,,
12259453,1,4519.T,1-Feb-19,Full Ye,Tokyo,Chugai Pharmaceutical Co L,20190201,1-Feb-19,,,,,,,,,
12304121,5,4523.T,8-Mar-19,Eisai C,Tokyo,Eisai Co Ltd,20190308,8-Mar-19,,,,,,,,,
12300347,1,4536.T,5-Feb-19,Q3 2019,Osaka,Santen Pharmaceutical Co L,20190205,5-Feb-19,,,,,,,,,
12252057,7,4536.T,8-Jan-19,Santen,San Francisco,Santen Pharmaceutical Co L,20190108,8-Jan-19,,,,,,,,,
12303832,1,4543.T,7-Feb-19,Q3 2019,Tokyo,Terumo Corp,20190207,7-Feb-19,,,,,,,,,
12344652,1,4555.T,14-Feb-19,Q3 2019,Osaka,Sawai Pharmaceutical Co Lt,20190214,14-Feb-19,,,,,,,,,
12245826,7,4565.T,7-Jan-19,Sosei G,San Francisco,Sosei Group Corp,20190107,7-Jan-19,,,,,,,,,
12325017,11,4565.T,27-Mar-19,Sosei G,Tokyo,Sosei Group Corp,20190327,27-Mar-19,,,,,,,,,
12321515,1,4565.T,12-Feb-19,Full Ye,Tokyo,Sosei Group Corp,20190212,12-Feb-19,,,,,,,,,
12238453,7,4568.T,7-Jan-19,Daiichi,San Francisco,Daiichi Sankyo Co Ltd,20190107,7-Jan-19,,,,,,,,,
12448614,5,4568.T,29-Mar-19,Daiichi,London,Daiichi Sankyo Co Ltd,20190329,29-Mar-19,,,,,,,,,
12294416,1,4568.T,31-Jan-19,Q3 2019,Tokyo,Daiichi Sankyo Co Ltd,20190131,31-Jan-19,,,,,,,,,
12259472,1,4578.T,13-Feb-19,Full Ye,"Chiyoda-Ku, T",Otsuka Holdings Co Ltd,20190213,13-Feb-19,,,,,,,,,
12259367,1,4689.T,4-Feb-19,Q3 2019,Tokyo,Yahoo Japan Corp,20190204,4-Feb-19,,,,,,,,,
12264242,1,4704.T,14-Feb-19,Full Ye,Tokyo,Trend Micro Inc,20190214,14-Feb-19,,,,,,,,,
12283737,1,4751.T,30-Jan-19,Q1 2019,Tokyo,CyberAgent Inc,20190130,30-Jan-19,,,,,,,,,
12485499,1,4751.T,24-Apr-19,Q2 2019,Tokyo,CyberAgent Inc,20190424,24-Apr-19,,,,,,,,,
12314890,1,4755.T,12-Feb-19,Full Ye,Tokyo,Rakuten Inc,20190212,12-Feb-19,,,,,,,,,
12402162,1,486.HK,7-Mar-19,Q4 & FY,NICOSIA,United Company RUSAL Plc,20190307,7-Mar-19,,,,,,,,,
12302033,1,4901.T,7-Feb-19,Q3 2019,Tokyo,Fujifilm Holdings Corp,20190207,7-Feb-19,,,,,,,,,
12252034,7,4902.T,7-Jan-19,Konica,San Francisco,Konica Minolta Inc,20190107,7-Jan-19,,,,,,,,,
12274626,1,4904.TW,20-Feb-19,Q4 2018,Taipei,Far EasTone Telecommunicat,20190220,20-Feb-19,,,,,,,,,
12314874,1,4911.T,8-Feb-19,Full Ye,Tokyo,Shiseido Co Ltd,20190208,8-Feb-19,,,,,,,,,
12430560,1,494.HK,21-Mar-19,Full Ye,NAN,Li & Fung Ltd,20190321,21-Mar-19,,,,,,,,,
12282114,1,4966.TWO,14-Feb-19,Q4 2018,SANTA CLARA,Parade Technologies Ltd,20190214,14-Feb-19,,,,,,,,,
12304194,1,5019.T,14-Feb-19,Q3 2019,Tokyo,Idemitsu Kosan Co Ltd,20190214,14-Feb-19,,,,,,,,,
12259448,1,5020.T,8-Feb-19,Q3 2019,Tokyo,JXTG Holdings Inc,20190208,8-Feb-19,,,,,,,,,
12263968,1,5021.T,15-Feb-19,Q3 2019,NAN,Cosmo Energy Holdings Co L,20190215,15-Feb-19,,,,,,,,,
12335324,1,5108.T,15-Feb-19,Full Ye,Tokyo,Bridgestone Corp,20190215,15-Feb-19,,,,,,,,,
12259455,1,5201.T,6-Feb-19,Full Ye,Tokyo,Asahi Glass Co Ltd,20190206,6-Feb-19,,,,,,,,,
12292422,1,522.HK,22-Feb-19,Full Ye,Hong Kong,ASM Pacific Technology Ltd,20190222,22-Feb-19,,,,,,,,,
12444114,1,552.HK,28-Mar-19,Full Ye,Beijing,China Communications Servi,20190328,28-Mar-19,,,,,,,,,
