xmlid,xmleventtypeid,xmlticker,xmleventdate,xmlfakeqtr,xmlcity,xmlcompanyname,xmlymd,xmlcalldate,gvkey,datadate,tic,cusip,conm,rdq,exchg,fic,no_of_days
12163726,11,GN.CO,21-Mar-19,GN Stor,BALLERUP,GN Store Nord A/S,20190321,21-Mar-19,,,,,,,,,
12332411,1,GN.CO,27-Feb-19,Q4 2018,Ballerup,GN Store Nord A/S,20190227,27-Feb-19,,,,,,,,,
12303013,1,GNC,5-Mar-19,Q4 2018,PITTSBURGH,GNC Holdings Inc,20190305,5-Mar-19,185645,20181231,GNC,36191G107,GNC HOLDINGS INC,20190305,11,USA,0
12458343,5,GNC.AX,3-Apr-19,Grainco,Sydney,Graincorp Ltd,20190403,3-Apr-19,,,,,,,,,
12279846,11,GNC.AX,19-Feb-19,Grainco,SYDNEY,Graincorp Ltd,20190219,19-Feb-19,,,,,,,,,
12282947,33,GNC.L,29-Jan-19,Q1 2019,Dublin 2,Greencore Group PLC,20190129,29-Jan-19,,,,,,,,,
12349827,1,GNCA,28-Feb-19,Q4 2018,Cambridge,Genocea Biosciences Inc,20190228,28-Feb-19,19425,20181231,GNCA,372427401,GENOCEA BIOSCIENCES INC,20190228,14,USA,0
12363273,1,GNE,7-Mar-19,Q4 2018,Newark,Genie Energy Ltd,20190307,7-Mar-19,190590,20181231,GNE,372284208,GENIE ENERGY LTD,20190307,11,USA,0
12319558,1,GNK,5-Mar-19,Q4 2018,NEW YORK,Genco Shipping & Trading L,20190305,5-Mar-19,163930,20181231,GNK,Y2685T131,GENCO SHIPPING & TRADING,20190305,11,MHL,0
12303116,1,GNL,27-Feb-19,Q4 2018,NEW YORK,Global Net Lease Inc,20190227,27-Feb-19,23996,20181231,GNL,379378201,GLOBAL NET LEASE INC,20190227,11,USA,0
12303039,1,GNMK,21-Feb-19,Q4 2018,Pasadena,GenMark Diagnostics Inc,20190221,21-Feb-19,184542,20181231,GNMK,372309104,GENMARK DIAGNOSTICS INC,20190221,14,USA,0
12237881,7,GNMK,9-Jan-19,GenMark,San Francisco,GenMark Diagnostics Inc,20190109,9-Jan-19,,,,,,,,,
12293111,1,GNRC,14-Feb-19,Q4 2018,WAUKESHA,Generac Holdings Inc,20190214,14-Feb-19,183736,20181231,GNRC,368736104,GENERAC HOLDINGS INC,20190214,11,USA,0
12356570,1,GNS.L,28-Feb-19,Interim,London,Genus PLC,20190228,28-Feb-19,,,,,,,,,
12456475,1,GNTX,24-Apr-19,Q1 2019,ZEELAND,Gentex Corp,20190424,24-Apr-19,5116,20190331,GNTX,371901109,GENTEX CORP,20190424,14,USA,0
12251236,1,GNTX,30-Jan-19,Q4 2018,ZEELAND,Gentex Corp,20190130,30-Jan-19,5116,20181231,GNTX,371901109,GENTEX CORP,20190130,14,USA,0
12478306,5,GNUS,15-Apr-19,Genius,BEVERLY HILLS,Genius Brands Internationa,20190415,15-Apr-19,183524,20181231,GNUS,37229T301,GENIUS BRANDS INTL INC,20190401,14,USA,-14
12334236,1,GO.TO,12-Mar-19,Q4 2018,VANCOUVER,Mogo Finance Technology In,20190312,12-Mar-19,,,,,,,,,
12288534,1,GOCO.L,28-Feb-19,Full Ye,NEWPORT,Gocompare.Com Group PLC,20190228,28-Feb-19,,,,,,,,,
12438161,31,GOCO.L,20-Mar-19,Gocompa,London,Gocompare.Com Group PLC,20190320,20-Mar-19,,,,,,,,,
12274734,1,GODREJCP.,29-Jan-19,Q3 2019,Mumbai,Godrej Consumer Products L,20190129,29-Jan-19,,,,,,,,,
12276094,1,GODREJPRO,28-Jan-19,Q3 2019,Mumbai,Godrej Properties Ltd,20190128,28-Jan-19,,,,,,,,,
12284025,1,GOG.L,21-Feb-19,Half Ye,London,Go-Ahead Group PLC,20190221,21-Feb-19,,,,,,,,,
12317298,1,GOGL,19-Feb-19,Q4 2018,Hamilton,Golden Ocean Group Ltd,20190219,19-Feb-19,64355,20181231,GOGL,G39637205,GOLDEN OCEAN GROUP,20190219,14,BMU,0
12283148,1,GOGO,21-Feb-19,Q4 2018,Itasca,Gogo Inc,20190221,21-Feb-19,170384,20181231,GOGO,38046C109,GOGO INC,20190221,14,USA,0
12275350,1,GOLF.N,28-Feb-19,Q4 2018,FAIRHAVEN,Acushnet Holdings Corp,20190228,28-Feb-19,,,,,,,,,
12274508,31,GOLL4.SA,11-Jan-19,Gol Lin,São Paulo,Gol Linhas Aereas Intelige,20190111,11-Jan-19,,,,,,,,,
12251340,1,GOLL4.SA,28-Feb-19,Q4 2018,São Paulo,Gol Linhas Aereas Intelige,20190228,28-Feb-19,,,,,,,,,
12284576,1,GOOD,14-Feb-19,Q4 2018,McLean,Gladstone Commercial Corp,20190214,14-Feb-19,154739,20181231,GOOD,376536108,GLADSTONE COMMERCIAL CORP,20190213,14,USA,-1
12333924,7,GOOGL,25-Feb-19,Alphabe,San Francisco,Alphabet Inc,20190225,25-Feb-19,160329,20181231,GOOGL,02079K305,ALPHABET INC,20190204,14,USA,-21
12276993,1,GOOGL,4-Feb-19,Q4 2018,Mountain View,Alphabet Inc,20190204,4-Feb-19,160329,20181231,GOOGL,02079K305,ALPHABET INC,20190204,14,USA,0
12285809,7,GOOGL,12-Feb-19,Alphabe,San Francisco,Alphabet Inc,20190212,12-Feb-19,160329,20181231,GOOGL,02079K305,ALPHABET INC,20190204,14,USA,-8
12302552,1,GOOS.TO,14-Feb-19,Q3 2019,YORK,Canada Goose Holdings Inc,20190214,14-Feb-19,,,,,,,,,
12353695,1,GORO,27-Feb-19,Q4 2018,COLORADO SPRI,Gold Resource Corp,20190227,27-Feb-19,175503,20181231,GORO,38068T105,GOLD RESOURCE CORP,20190226,12,USA,-1
12293879,1,GOV,28-Feb-19,Q4 2018,Newton,Government Properties Inco,20190228,28-Feb-19,,,,,,,,,
12260643,1,GOZ.AX,21-Feb-19,Half Ye,MELBOURNE,Growthpoint Properties Aus,20190221,21-Feb-19,,,,,,,,,
12404500,1,GPAC,12-Mar-19,Q4 2018,NEW YORK,Purple Innovation Inc,20190312,12-Mar-19,,,,,,,,,
12437660,1,GPC,18-Apr-19,Q1 2019,ATLANTA,Genuine Parts Co,20190418,18-Apr-19,5125,20190331,GPC,372460105,GENUINE PARTS CO,20190418,11,USA,0
12281780,1,GPC,19-Feb-19,Q4 2018,ATLANTA,Genuine Parts Co,20190219,19-Feb-19,5125,20181231,GPC,372460105,GENUINE PARTS CO,20190219,11,USA,0
12414286,1,GPH.L,12-Mar-19,Full Ye,ISTANBUL,Global Ports Holding PLC,20190312,12-Mar-19,,,,,,,,,
12278081,1,GPI,5-Feb-19,Q4 2018,HOUSTON,Group 1 Automotive Inc,20190205,5-Feb-19,65718,20181231,GPI,398905109,GROUP 1 AUTOMOTIVE INC,20190205,11,USA,0
12467458,1,GPK,23-Apr-19,Q1 2019,Marietta,Graphic Packaging Holding,20190423,23-Apr-19,25389,20190331,GPK,388689101,GRAPHIC PACKAGING HOLDING CO,20190423,11,USA,0
12274120,1,GPK,29-Jan-19,Q4 2018,Marietta,Graphic Packaging Holding,20190129,29-Jan-19,25389,20181231,GPK,388689101,GRAPHIC PACKAGING HOLDING CO,20190129,11,USA,0
12353034,7,GPK,28-Feb-19,Graphic,Fort Lauderda,Graphic Packaging Holding,20190228,28-Feb-19,25389,20181231,GPK,388689101,GRAPHIC PACKAGING HOLDING CO,20190129,11,USA,-30
12352395,7,GPMT.N,5-Mar-19,Granite,Hollywood,Granite Point Mortgage Tru,20190305,5-Mar-19,,,,,,,,,
12266003,1,GPMT.N,6-Feb-19,Q4 2018,NEW YORK,Granite Point Mortgage Tru,20190206,6-Feb-19,,,,,,,,,
12317525,7,GPN,14-Feb-19,Global,San Francisco,Global Payments Inc,20190214,14-Feb-19,141913,20181231,GPN,37940X102,GLOBAL PAYMENTS INC,20190213,11,USA,-1
12281897,1,GPN,13-Feb-19,Q4 2018,Atlanta,Global Payments Inc,20190213,13-Feb-19,141913,20181231,GPN,37940X102,GLOBAL PAYMENTS INC,20190213,11,USA,0
12404669,7,GPN,12-Mar-19,Global,New York,Global Payments Inc,20190312,12-Mar-19,141913,20181231,GPN,37940X102,GLOBAL PAYMENTS INC,20190213,11,USA,-27
12327270,1,GPOR,28-Feb-19,Q4 2018,OKLAHOMA CITY,Gulfport Energy Corp,20190228,28-Feb-19,26069,20181231,GPOR,402635304,GULFPORT ENERGY CORP,20190227,14,USA,-1
12293821,1,GPP,11-Feb-19,Q4 2018,Omaha,Green Plains Partners LP,20190211,11-Feb-19,24073,20181231,GPP,393221106,GREEN PLAINS PARTNERS LP,20190211,14,USA,0
12332774,1,GPR.TO,1-Mar-19,Full Ye,VANCOUVER,Great Panther Silver Ltd,20190301,1-Mar-19,,,,,,,,,
12299419,1,GPRK,7-Mar-19,Q4 2018,LAS CONDES,GeoPark Ltd,20190307,7-Mar-19,278151,20181231,GPRK,G38327105,GEOPARK LTD,20190306,11,BMU,-1
12277071,1,GPRO,6-Feb-19,Q4 2018,Half Moon Bay,GoPro Inc,20190206,6-Feb-19,20644,20181231,GPRO,38268T103,GOPRO INC,20190206,14,USA,0
12302989,7,GPRO,26-Feb-19,GoPro I,San Francisco,GoPro Inc,20190226,26-Feb-19,20644,20181231,GPRO,38268T103,GOPRO INC,20190206,14,USA,-20
12344294,1,GPS,28-Feb-19,Q4 2018,San Francisco,Gap Inc,20190228,28-Feb-19,4990,20190131,GPS,364760108,GAP INC,20190228,11,USA,0
12283914,1,GPS.TO,6-Feb-19,Q1 2019,WOODBRIDGE,BSM Technologies Inc,20190206,6-Feb-19,,,,,,,,,
12227284,1,GPT.AX,10-Feb-19,Full Ye,Sydney,GPT Group,20190210,10-Feb-19,,,,,,,,,
12386197,1,GPX,18-Mar-19,Q4 2018,ELKRIDGE,GP Strategies Corp,20190318,18-Mar-19,7759,20181231,GPX,36225V104,GP STRATEGIES CORP,20190318,11,USA,0
12277818,1,GRA,7-Feb-19,Q4 2018,COLUMBIA,W. R. Grace & Co,20190207,7-Feb-19,5250,20181231,GRA,38388F108,GRACE (W R) & CO,20190207,11,USA,0
12265897,1,GRAMONC1.,4-Feb-19,Q4 2018,Lima,Grana y Montero SAA,20190204,4-Feb-19,,,,,,,,,
12280508,1,GRANULES.,30-Jan-19,Q3 2019,Hyderabad,Granules India Ltd,20190130,30-Jan-19,,,,,,,,,
12296780,1,GRASIM.NS,7-Feb-19,Q3 2019,Nagda,Grasim Industries Ltd,20190207,7-Feb-19,,,,,,,,,
12353161,1,GRBK,5-Mar-19,Q4 2018,DENVER,Green Brick Partners Inc,20190305,5-Mar-19,22047,20181231,GRBK,392709101,GREEN BRICK PARTNERS INC,20190304,14,USA,-1
12288896,1,GREENPLY.,8-Feb-19,Q3 2019,Kolkata,Greenply Industries Ltd,20190208,8-Feb-19,,,,,,,,,
12401668,1,GRG.L,7-Mar-19,Q4 2018,newcastle Upo,Greggs PLC,20190307,7-Mar-19,,,,,,,,,
12448851,1,GRJ.WA,10-Apr-19,Q4 2018,NAN,Pfleiderer Group SA,20190410,10-Apr-19,,,,,,,,,
12274259,1,GRMN,20-Feb-19,Q4 2018,SCHAFFHAUSEN,Garmin Ltd,20190220,20-Feb-19,141459,20181231,GRMN,H2906T109,GARMIN LTD,20190220,14,CHE,0
12164011,1,GRNG.ST,31-Jan-19,Q4 2018,STOCKHOLM,Granges AB,20190131,31-Jan-19,,,,,,,,,
12303019,1,GROW,14-Feb-19,Q2 2019,SAN ANTONIO,U.S. Global Investors Inc,20190214,14-Feb-19,12407,20181231,GROW,902952100,U S GLOBAL INVESTORS INC,20190212,14,USA,-2
12291824,1,GRPN,13-Feb-19,Q4 2018,Chicago,Groupon Inc,20190213,13-Feb-19,187363,20181231,GRPN,399473107,GROUPON INC,20190212,14,USA,-1
12303066,1,GRT.UN.TO,7-Mar-19,Q4 2018,Toronto,Granite Real Estate Invest,20190307,7-Mar-19,,,,,,,,,
12284549,1,GRUB,7-Feb-19,Q4 2018,Chicago,GrubHub Inc,20190207,7-Feb-19,19906,20181231,GRUB,400110102,GRUBHUB INC,20190207,11,USA,0
12317446,1,GRUPOARGO,25-Feb-19,Q4 2018,Medellín,Grupo Argos SA,20190225,25-Feb-19,,,,,,,,,
12289034,1,GRUPOAVAL,15-Mar-19,Q4 2018,NAN,Grupo Aval Acciones y Valo,20190315,15-Mar-19,,,,,,,,,
12384678,1,GRUPOSURA,4-Mar-19,Q4 2018,Medellin,Grupo de Inversiones Suram,20190304,4-Mar-19,,,,,,,,,
12422676,1,GS,15-Apr-19,Q1 2019,NEW YORK,Goldman Sachs Group Inc,20190415,15-Apr-19,114628,20190331,GS,38141G104,GOLDMAN SACHS GROUP INC,20190415,11,USA,0
12293060,7,GS,12-Feb-19,Goldman,Miami,Goldman Sachs Group Inc,20190212,12-Feb-19,114628,20181231,GS,38141G104,GOLDMAN SACHS GROUP INC,20190116,11,USA,-27
11455853,1,GS,16-Jan-19,Q4 2018,NEW YORK,Goldman Sachs Group Inc,20190116,16-Jan-19,114628,20181231,GS,38141G104,GOLDMAN SACHS GROUP INC,20190116,11,USA,0
12287774,1,GS.TO,7-Feb-19,Q2 2019,Toronto,Gluskin Sheff + Associates,20190207,7-Feb-19,,,,,,,,,
12301047,1,GSANBORB-,25-Feb-19,Q4 2018,"México, D.F.",Grupo Sanborns SAB de CV,20190225,25-Feb-19,,,,,,,,,
12351724,1,GSAT,28-Feb-19,Q4 2018,COVINGTON,Globalstar Inc,20190228,28-Feb-19,175523,20181231,GSAT,378973408,GLOBALSTAR INC,20190228,12,USA,0
12422477,1,GSBC,18-Apr-19,Q1 2019,SPRINGFIELD,Great Southern Bancorp Inc,20190418,18-Apr-19,19428,20190331,GSBC,390905107,GREAT SOUTHERN BANCORP,20190417,14,USA,-1
12251187,1,GSBC,23-Jan-19,Q4 2018,SPRINGFIELD,Great Southern Bancorp Inc,20190123,23-Jan-19,19428,20181231,GSBC,390905107,GREAT SOUTHERN BANCORP,20190122,14,USA,-1
12299937,1,GSBD,1-Mar-19,Q4 2018,New York,Goldman Sachs BDC Inc,20190301,1-Mar-19,23353,20181231,GSBD,38147U107,GOLDMAN SACHS BDC INC,20190228,11,USA,-1
12293538,1,GSC.TO,20-Feb-19,Q4 2018,Toronto,Golden Star Resources Ltd,20190220,20-Feb-19,,,,,,,,,
12303271,7,GSHD.OQ,14-Feb-19,Goosehe,New York,Goosehead Insurance Inc,20190214,14-Feb-19,,,,,,,,,
12359659,1,GSHD.OQ,7-Mar-19,Q4 2018,NAN,Goosehead Insurance Inc,20190307,7-Mar-19,,,,,,,,,
12274986,1,GSIT,31-Jan-19,Q3 2019,SANTA CLARA,GSI Technology Inc,20190131,31-Jan-19,160213,20181231,GSIT,36241U106,GSI TECHNOLOGY INC,20190131,14,USA,0
12250799,7,GSK.L,8-Jan-19,GlaxoSm,San Francisco,GlaxoSmithKline PLC,20190108,8-Jan-19,,,,,,,,,
12278355,1,GSK.L,6-Feb-19,Q4 2018,Brentford Mid,GlaxoSmithKline PLC,20190206,6-Feb-19,,,,,,,,,
12332190,31,GSKCONS.N,15-Feb-19,GlaxoSm,NAN,GlaxoSmithKline Consumer H,20190215,15-Feb-19,,,,,,,,,
12291489,7,GSKY.OQ,26-Feb-19,GreenSk,San Francisco,GreenSky Inc,20190226,26-Feb-19,,,,,,,,,
12321711,1,GSKY.OQ,5-Mar-19,Q4 2018,NAN,GreenSky Inc,20190305,5-Mar-19,,,,,,,,,
12285072,7,GSKY.OQ,12-Feb-19,GreenSk,San Francisco,GreenSky Inc,20190212,12-Feb-19,,,,,,,,,
12355762,1,GSL,5-Mar-19,Q4 2018,MAJURO,Global Ship Lease Inc,20190305,5-Mar-19,174700,20181231,GSL,Y27183600,GLOBAL SHIP LEASE INC,20190305,11,MHL,0
12348220,1,GSM,26-Feb-19,Q4 2018,LONDON,Ferroglobe PLC,20190226,26-Feb-19,26753,20181231,GSM,G33856108,FERROGLOBE PLC,20190225,14,GBR,-1
12414523,1,GSVC,14-Mar-19,Q4 2018,WOODSIDE,Gsv Capital Corp,20190314,14-Mar-19,,,,,,,,,
12291300,1,GSY.TO,14-Feb-19,Q4 2018,MISSISSAUGA,goeasy Ltd,20190214,14-Feb-19,,,,,,,,,
12295189,1,GT,8-Feb-19,Q4 2018,AKRON,Goodyear Tire & Rubber Co,20190208,8-Feb-19,5234,20181231,GT,382550101,GOODYEAR TIRE & RUBBER CO,20190208,14,USA,0
12260638,7,GT,16-Jan-19,Goodyea,Detroit,Goodyear Tire & Rubber Co,20190116,16-Jan-19,,,,,,,,,
12260564,7,GT,15-Jan-19,Goodyea,Detroit,Goodyear Tire & Rubber Co,20190115,15-Jan-19,,,,,,,,,
12427653,1,GTC.WA,21-Mar-19,Full Ye,Warsaw,Globe Trade Centre SA,20190321,21-Mar-19,,,,,,,,,
12349593,1,GTE.A,27-Feb-19,Q4 2018,CALGARY,Gran Tierra Energy Inc,20190227,27-Feb-19,,,,,,,,,
12302807,7,GTES.N,20-Feb-19,Gates I,Miami,Gates Industrial Corporati,20190220,20-Feb-19,,,,,,,,,
12349915,7,GTES.N,5-Mar-19,Gates I,New York,Gates Industrial Corporati,20190305,5-Mar-19,,,,,,,,,
12275302,1,GTES.N,12-Feb-19,Q4 2018,NAN,Gates Industrial Corporati,20190212,12-Feb-19,,,,,,,,,
12348221,31,GTES.N,26-Feb-19,Gates I,NAN,Gates Industrial Corporati,20190226,26-Feb-19,,,,,,,,,
12304524,7,GTES.N,21-Feb-19,Gates I,Miami,Gates Industrial Corporati,20190221,21-Feb-19,,,,,,,,,
12281522,1,GTHE.C,25-Feb-19,Q4 2018,"Agouza, Cairo",Global Telecom Holding SAE,20190225,25-Feb-19,,,,,,,,,
12245606,7,GTHX.O,8-Jan-19,G1 Ther,San Francisco,G1 Therapeutics Inc,20190108,8-Jan-19,,,,,,,,,
12357057,31,GTHX.O,6-Mar-19,G1 Ther,DURHAM,G1 Therapeutics Inc,20190306,6-Mar-19,,,,,,,,,
12349680,1,GTHX.O,28-Feb-19,Q4 2018,DURHAM,G1 Therapeutics Inc,20190228,28-Feb-19,,,,,,,,,
12294891,1,GTIM,7-Feb-19,Q1 2019,GOLDEN,Good Times Restaurants Inc,20190207,7-Feb-19,22543,20181231,GTIM,382140879,GOOD TIMES RESTAURANTS INC,20190207,14,USA,0
12283958,1,GTLS,14-Feb-19,Q4 2018,GARFIELD HEIG,Chart Industries Inc,20190214,14-Feb-19,25964,20181231,GTLS,16115Q308,CHART INDUSTRIES INC,20190214,14,USA,0
12469635,1,GTLS,18-Apr-19,Q1 2019,GARFIELD HEIG,Chart Industries Inc,20190418,18-Apr-19,25964,20190331,GTLS,16115Q308,CHART INDUSTRIES INC,20190418,14,USA,0
12319265,1,GTN,28-Feb-19,Q4 2018,ATLANTA,Gray Television Inc,20190228,28-Feb-19,5284,20181231,GTN,389375106,GRAY TELEVISION INC,20190228,11,USA,0
12391797,7,GTN,12-Mar-19,Gray Te,Palm Beach,Gray Television Inc,20190312,12-Mar-19,5284,20181231,GTN,389375106,GRAY TELEVISION INC,20190228,11,USA,-12
12344530,1,GTN.AX,24-Feb-19,Half Ye,NAN,Gtn Ltd,20190224,24-Feb-19,,,,,,,,,
12333344,1,GTS,28-Feb-19,Q4 2018,San Juan,Triple-S Management Corp,20190228,28-Feb-19,174647,20181231,GTS,896749108,TRIPLE-S MANAGEMENT CORP,20190228,11,USA,0
12403538,7,GTS,14-Mar-19,Triple-,Miami Beach,Triple-S Management Corp,20190314,14-Mar-19,174647,20181231,GTS,896749108,TRIPLE-S MANAGEMENT CORP,20190228,11,USA,-14
12293327,1,GTT,28-Feb-19,Q4 2018,MCLEAN,GTT Communications Inc,20190228,28-Feb-19,163768,20181231,GTT,362393100,GTT COMMUNICATIONS INC,20190228,11,USA,0
12475923,33,GTT.PA,16-Apr-19,Q1 2019,St Remy Les C,Gaztransport et Technigaz,20190416,16-Apr-19,,,,,,,,,
12347886,1,GTT.PA,27-Feb-19,Full Ye,St Remy Les C,Gaztransport et Technigaz,20190227,27-Feb-19,,,,,,,,,
12304775,1,GTX.N,20-Feb-19,Q4 2018,NAN,Garrett Motion Inc,20190220,20-Feb-19,,,,,,,,,
12273869,7,GTX.N,15-Jan-19,Garrett,Detroit,Garrett Motion Inc,20190115,15-Jan-19,,,,,,,,,
12401732,34,GTXI,7-Mar-19,"GTx, In",MEMPHIS,GTX Inc,20190307,7-Mar-19,,,,,,,,,
12288048,1,GTY,27-Feb-19,Q4 2018,Jericho,Getty Realty Corp,20190227,27-Feb-19,5149,20181231,GTY,374297109,GETTY REALTY CORP,20190226,11,USA,-1
12414847,1,GUARANTY.,12-Mar-19,Q4 2018,Victoria Isla,Guaranty Trust Bank PLC,20190312,12-Mar-19,,,,,,,,,
12277178,1,GUD.AX,30-Jan-19,Half Ye,"Sunshine, Vic",GUD Holdings Ltd,20190130,30-Jan-19,,,,,,,,,
12401649,1,GUD.TO,14-Mar-19,Q4 2018,WESTMOUNT,Knight Therapeutics Inc,20190314,14-Mar-19,,,,,,,,,
12258534,1,GUNN.ST,6-Feb-19,Full Ye,GÖTEBORG,Gunnebo AB,20190206,6-Feb-19,,,,,,,,,
12443548,1,GUY.TO,27-Mar-19,Q4 2018,TORONTO,Guyana Goldfields Inc,20190327,27-Mar-19,,,,,,,,,
12357961,1,GV,13-Mar-19,Q4 2018,Melbourne,Goldfield Corp,20190313,13-Mar-19,5218,20181231,GV,381370105,GOLDFIELD CORP,20190312,12,USA,-1
12304739,1,GVA,20-Feb-19,Q4 2018,WATSONVILLE,Granite Construction Inc,20190220,20-Feb-19,21429,20181231,GVA,387328107,GRANITE CONSTRUCTION INC,20190220,11,USA,0
12344990,1,GVC.L,5-Mar-19,Full Ye,DOUGLAS,GVC Holdings PLC,20190305,5-Mar-19,,,,,,,,,
12264496,33,GVNV.AS,22-Jan-19,Prelimi,NAN,Grandvision NV,20190122,22-Jan-19,,,,,,,,,
12317492,1,GVNV.AS,27-Feb-19,Full Ye,NAN,Grandvision NV,20190227,27-Feb-19,,,,,,,,,
12353162,1,GVP,14-Mar-19,Q4 2018,SYKESVILLE,GSE Systems Inc,20190314,14-Mar-19,61077,20181231,GVP,36227K106,GSE SYSTEMS INC,20190314,14,USA,0
12296845,1,GWA.AX,17-Feb-19,Half Ye,"Brisbane, Que",GWA Group Ltd,20190217,17-Feb-19,,,,,,,,,
12264604,1,GWB,24-Jan-19,Q1 2019,Sioux Falls,Great Western Bancorp Inc,20190124,24-Jan-19,21616,20181231,GWB,391416104,GREAT WESTERN BANCORP INC,20190124,11,USA,0
12457299,34,GWO.TO,3-Apr-19,Great-W,WINNIPEG,Great-West Lifeco Inc,20190403,3-Apr-19,,,,,,,,,
12278029,1,GWO.TO,7-Feb-19,Q4 2018,WINNIPEG,Great-West Lifeco Inc,20190207,7-Feb-19,,,,,,,,,
12303857,1,GWPH.O,26-Feb-19,Q4 2018,Wiltshire,GW Pharmaceuticals PLC,20190226,26-Feb-19,,,,,,,,,
12247343,7,GWPH.O,8-Jan-19,GW Phar,San Francisco,GW Pharmaceuticals PLC,20190108,8-Jan-19,,,,,,,,,
12348566,7,GWR,5-Mar-19,Genesee,Orlando,Genesee & Wyoming Inc,20190305,5-Mar-19,63123,20181231,GWR,371559105,GENESEE & WYOMING INC  -CL A,20190206,11,USA,-27
12259176,1,GWR,6-Feb-19,Q4 2018,GREENWICH,Genesee & Wyoming Inc,20190206,6-Feb-19,63123,20181231,GWR,371559105,GENESEE & WYOMING INC  -CL A,20190206,11,USA,0
12293470,7,GWR,12-Feb-19,Genesee,Miami Beach,Genesee & Wyoming Inc,20190212,12-Feb-19,63123,20181231,GWR,371559105,GENESEE & WYOMING INC  -CL A,20190206,11,USA,-6
12349945,1,GWRE,6-Mar-19,Q2 2019,San Mateo,Guidewire Software Inc,20190306,6-Mar-19,190455,20190131,GWRE,40171V100,GUIDEWIRE SOFTWARE INC,20190306,11,USA,0
12302722,1,GWRS,7-Mar-19,Q4 2018,Phoenix,Global Water Resources Inc,20190307,7-Mar-19,186169,20181231,GWRS,379463102,GLOBAL WATER RESOURCES INC,20190306,14,USA,-1
12238836,1,GWW,22-Apr-19,Q1 2019,LAKE FOREST,W W Grainger Inc,20190422,22-Apr-19,5256,20190331,GWW,384802104,GRAINGER (W W) INC,20190422,11,USA,0
11184013,1,GWW,24-Jan-19,Q4 2018,LAKE FOREST,W W Grainger Inc,20190124,24-Jan-19,5256,20181231,GWW,384802104,GRAINGER (W W) INC,20190124,11,USA,0
12294375,1,GXI.DE,14-Feb-19,Q4 2018,Düsseldorf,Gerresheimer AG,20190214,14-Feb-19,,,,,,,,,
12448740,1,GXI.DE,11-Apr-19,Q1 2019,Düsseldorf,Gerresheimer AG,20190411,11-Apr-19,,,,,,,,,
12278123,1,GXY.AX,24-Jan-19,Q4 2018,"West Perth, W",Galaxy Resources Ltd,20190124,24-Jan-19,,,,,,,,,
12473653,1,GXY.AX,18-Apr-19,Q1 2019,"West Perth, W",Galaxy Resources Ltd,20190418,18-Apr-19,,,,,,,,,
12425911,1,GYM.L,19-Mar-19,Full Ye,Surrey,GYM Group PLC,20190319,19-Mar-19,,,,,,,,,
12274661,33,GYM.L,15-Jan-19,Full Ye,Surrey,GYM Group PLC,20190115,15-Jan-19,,,,,,,,,
12401472,1,GZT.TA,18-Mar-19,Q4 2018,Tel Aviv,Gazit Globe Ltd,20190318,18-Mar-19,,,,,,,,,
12260520,1,H,14-Feb-19,Q4 2018,CHICAGO,Hyatt Hotels Corp,20190214,14-Feb-19,183366,20181231,H,448579102,HYATT HOTELS CORP,20190213,11,USA,-1
12355679,31,H,5-Mar-19,Hyatt H,CHICAGO,Hyatt Hotels Corp,20190305,5-Mar-19,183366,20181231,H,448579102,HYATT HOTELS CORP,20190213,11,USA,-20
12277125,1,H.TO,21-Feb-19,Q4 2018,NAN,Hydro One Ltd,20190221,21-Feb-19,,,,,,,,,
12356271,1,H78.SI,1-Mar-19,Full Ye,HAMILTON,Hongkong Land Holdings Ltd,20190301,1-Mar-19,,,,,,,,,
12275952,1,HA,29-Jan-19,Q4 2018,HONOLULU,Hawaiian Holdings Inc,20190129,29-Jan-19,60902,20181231,HA,419879101,HAWAIIAN HOLDINGS INC,20190129,14,USA,0
12470186,1,HA,23-Apr-19,Q1 2019,HONOLULU,Hawaiian Holdings Inc,20190423,23-Apr-19,60902,20190331,HA,419879101,HAWAIIAN HOLDINGS INC,20190423,14,USA,0
12336892,1,HABT,28-Feb-19,Q4 2018,Irvine,Habit Restaurants Inc,20190228,28-Feb-19,21983,20181231,HABT,40449J103,HABIT RESTAURANTS INC (THE),20190228,14,USA,0
12239321,1,HAE,5-Feb-19,Q3 2019,BRAINTREE,Haemonetics Corp,20190205,5-Feb-19,24021,20181231,HAE,405024100,HAEMONETICS CORP,20190205,11,USA,0
12238761,7,HAE,9-Jan-19,Haemone,San Francisco,Haemonetics Corp,20190109,9-Jan-19,,,,,,,,,
12244759,1,HAFC,15-Jan-19,Q4 2018,Los Angeles,Hanmi Financial Corp,20190115,15-Jan-19,31368,20181231,HAFC,410495204,HANMI FINANCIAL CORP,20190115,14,USA,0
12456198,1,HAFC,23-Apr-19,Q1 2019,Los Angeles,Hanmi Financial Corp,20190423,23-Apr-19,31368,20190331,HAFC,410495204,HANMI FINANCIAL CORP,20190423,14,USA,0
12282275,1,HAIN,7-Feb-19,Q2 2019,MELVILLE,Hain Celestial Group Inc,20190207,7-Feb-19,29609,20181231,HAIN,405217100,HAIN CELESTIAL GROUP INC,20190207,14,USA,0
